player_id,player_name,height,hand,avg_minutes,avg_aces,avg_df,avg_svpt,avg_first_in,avg_first_won,avg_second_won,avg_sv_gms,avg_bp_saved,avg_bp_faced,Wins,Losses,Matches_Played,Win_Pct,titles_won
134217,Skyler Butts,178,R,56.0,2.0,2.0,45.0,25.0,19.0,10.0,8.0,4.0,5.0,1,0,1,100.0,
134457,Nicolas Moreno De Alboran,185,R,117.31,5.75,2.12,78.56,49.5,35.88,15.75,12.06,3.38,5.12,6,11,17,35.29,
134472,Antoine Bellier,196,L,89.46,5.69,4.08,76.0,46.54,33.85,12.85,11.23,4.23,6.77,5,8,13,38.46,
134770,Casper Ruud,183,R,111.98,5.07,2.26,76.08,49.27,35.61,14.52,12.2,3.46,5.47,256,141,397,64.48,12
134840,Raul Brancaccio,185,R,99.0,1.0,6.0,67.0,38.0,24.0,17.0,10.0,3.0,6.0,0,1,1,0.0,
134868,Tallon Griekspoor,188,R,114.08,8.26,3.25,82.84,52.75,39.36,15.47,13.05,3.75,5.87,94,96,190,49.47,2
136440,Dominik Koepfer,180,L,115.6,4.3,3.52,83.68,52.09,35.22,15.93,12.83,5.04,8.29,60,73,133,45.11,
144642,Tomas Barrios Vera,191,R,122.7,3.75,2.2,82.3,52.5,34.85,14.85,12.5,5.4,8.8,7,15,22,31.819999999999997,
144645,Zdenek Kolar,183,R,92.0,2.0,3.5,80.0,48.0,30.5,14.0,11.0,4.5,9.0,1,3,4,25.0,
144652,William Blumberg,188,R,104.0,7.0,2.0,58.0,34.0,27.0,13.0,12.0,3.0,6.0,0,1,1,0.0,
144681,Niki Kaliyanda Poonacha,191,R,63.0,8.0,0.0,52.0,33.0,27.0,13.0,10.0,0.0,0.0,1,0,1,100.0,
144684,Alex Molcan,178,L,116.51,3.47,2.52,80.94,52.83,35.16,14.48,12.45,4.76,7.85,50,45,95,52.629999999999995,
144707,Mikael Ymer,183,R,119.67,2.47,3.24,82.73,55.68,35.87,13.06,12.55,4.73,8.35,73,79,152,48.03,
144719,Jaume Munar,183,R,122.98,3.51,3.07,80.54,52.26,35.23,13.36,12.24,4.74,8.07,90,134,224,40.18,
144747,Courtney John Lock,193,R,57.0,0.0,2.5,43.5,31.0,10.0,2.0,7.5,3.0,10.0,0,3,3,0.0,
144748,Kris Van Wyk,185,R,145.0,4.5,2.5,81.0,48.5,32.0,13.5,13.0,5.5,10.0,1,3,4,25.0,
144750,Lloyd Harris,193,R,109.49,10.57,2.37,79.08,50.77,37.96,13.74,12.66,3.58,5.88,76,82,158,48.1,
144751,Rigele Te,188,R,122.0,4.5,3.0,79.0,42.0,27.5,19.5,11.0,7.0,10.5,2,4,6,33.33,
144760,Amine Ahouda,185,R,84.43,1.0,4.57,65.29,35.29,23.86,12.71,10.14,2.86,6.29,2,6,8,25.0,
144797,Carl Soderlund,188,R,96.5,1.5,2.5,69.5,41.5,26.5,12.0,11.5,3.5,8.5,1,1,2,50.0,
144807,Kenneth Raisma,193,L,88.0,4.0,2.0,74.0,54.0,39.0,13.0,12.0,5.0,6.0,0,2,2,0.0,
144814,Eero Vasa,185,R,99.17,4.67,3.17,82.67,53.67,32.83,12.5,11.5,5.17,8.83,1,6,7,14.29,
144817,Marc Andrea Huesler,196,L,116.14,8.92,2.74,84.11,50.34,37.11,17.86,13.25,3.99,6.3,32,51,83,38.550000000000004,1
144821,Genaro Alberto Olivieri,175,R,183.33,2.67,3.0,132.33,94.33,62.0,18.0,20.33,8.33,14.0,2,1,3,66.67,
144826,Aziz Dougaz,188,L,124.8,4.1,5.1,86.4,51.9,34.1,17.4,13.0,5.1,8.9,5,8,13,38.46,
144841,Christian Sigsgaard,188,R,69.5,3.0,5.5,53.5,36.5,26.0,8.0,8.5,6.0,7.5,3,4,7,42.86,
144869,Tomas Martin Etcheverry,196,R,133.78,6.1,1.78,81.4,53.38,37.75,14.31,12.63,4.13,6.58,65,72,137,47.449999999999996,
144870,Federico Agustin Gomez,191,R,90.0,7.33,4.33,62.33,32.67,23.33,13.67,9.67,4.67,7.33,1,2,3,33.33,
144895,Corentin Moutet,180,L,130.24,2.33,2.99,85.21,57.12,37.06,13.68,12.93,4.96,8.65,65,91,156,41.67,
144923,Louis Wessels,198,R,123.0,5.0,4.0,91.0,61.0,44.0,14.0,14.0,9.0,11.0,1,2,3,33.33,
144932,Kristjan Tamm,185,R,136.5,8.5,4.5,104.0,60.5,43.5,19.0,12.5,11.5,14.0,2,5,7,28.57,
144946,Rayane Roumane,193,R,74.0,11.0,3.0,55.0,34.0,30.0,9.0,10.0,1.0,3.0,0,1,1,0.0,
144949,Menelaos Efstathiou,183,R,120.0,1.67,3.33,88.0,59.33,38.0,12.67,13.67,3.67,7.67,1,4,5,20.0,
144972,Geoffrey Blancaneaux,180,R,132.0,6.0,3.4,83.4,52.0,35.4,13.6,13.4,2.4,6.8,0,6,6,0.0,
144984,Artem Dubrivnyy,183,R,72.0,2.0,1.0,68.0,43.0,20.0,12.0,10.0,3.0,9.0,0,1,1,0.0,
144985,Ergi Kirkin,180,R,74.33,3.67,3.67,65.67,34.0,21.67,15.33,10.33,3.33,7.33,2,2,4,50.0,
145001,Evan Furness,173,R,151.0,2.0,6.0,138.0,74.0,53.0,28.0,17.0,5.0,10.0,0,1,1,0.0,
200000,Felix Auger Aliassime,193,R,120.8,9.18,4.17,77.35,49.03,37.07,14.14,12.38,3.58,5.64,216,148,364,59.34,6
200005,Ugo Humbert,188,L,120.58,7.05,2.63,82.97,51.51,37.81,16.49,13.11,3.94,6.23,143,128,271,52.769999999999996,6
200008,Alexis Galarneau,180,R,130.0,4.0,4.33,78.0,47.0,31.33,13.67,12.33,2.0,6.33,2,3,5,40.0,
200031,Lucas Catarina,185,R,119.86,2.14,5.57,86.29,47.57,29.14,17.14,12.71,5.86,11.14,2,7,9,22.220000000000002,
200059,Yibing Wu,183,R,110.64,4.47,2.34,82.09,49.72,33.74,16.7,12.34,4.53,7.49,21,27,48,43.75,1
200075,Yshai Oliel,188,L,74.86,2.0,1.29,55.14,34.86,20.29,9.0,8.86,3.71,7.43,5,7,12,41.67,
200095,Nicola Kuhn,185,R,113.33,2.08,2.92,79.0,50.17,32.17,14.17,12.17,3.5,7.25,3,9,12,25.0,
200096,Dragos Nicolae Madaras,191,L,82.75,1.75,3.5,63.0,38.25,22.0,10.0,9.75,3.75,8.5,0,4,4,0.0,
200116,Camilo Ugo Carabelli,185,R,108.45,1.64,2.73,75.45,45.82,28.73,11.45,10.55,6.82,11.27,4,9,13,30.769999999999996,
200125,Mykyta Mashtakov,175,R,77.0,0.0,1.0,63.0,43.0,22.0,5.0,10.0,6.0,13.0,0,1,1,0.0,
200175,Miomir Kecmanovic,183,R,109.95,4.15,2.07,78.33,47.87,33.4,16.25,12.13,4.21,6.83,145,148,293,49.49,1
200188,Matteo Martineau,183,R,93.0,4.0,3.0,65.0,44.0,31.0,11.0,10.5,4.0,6.5,0,2,2,0.0,
200214,Alan Fernando Rubio Fierros,175,R,100.0,4.5,3.0,75.5,43.5,33.0,14.5,10.5,5.0,7.0,1,2,3,33.33,
200218,Mate Valkusz,183,R,111.0,2.43,3.86,82.86,54.0,34.86,13.57,13.43,4.57,9.0,2,7,9,22.220000000000002,
200221,Alejandro Davidovich Fokina,183,R,119.57,3.1,2.56,83.31,55.75,36.88,14.02,12.66,4.53,7.74,115,118,233,49.36,
200240,Vit Kopriva,178,R,92.61,3.06,3.5,63.67,37.22,24.89,11.39,10.11,3.17,6.83,6,12,18,33.33,
200247,Alexandar Lazarov,191,R,86.83,3.67,3.33,68.33,42.83,27.33,11.0,10.17,4.0,7.5,4,8,12,33.33,
200250,Mehluli Don Ayanda Sibanda,173,R,57.0,2.0,5.0,44.0,22.0,8.0,7.0,6.0,3.0,9.0,0,4,4,0.0,
200259,Ugo Blanchet,175,R,136.0,7.0,5.33,94.67,50.33,35.67,24.0,14.67,5.0,8.67,1,2,3,33.33,
200265,Ulises Blanch,188,R,192.0,13.0,5.0,159.0,87.0,61.0,39.0,25.0,11.0,16.0,0,1,1,0.0,
200266,Javier Barranco Cosano,180,L,154.0,2.0,4.0,111.0,71.0,49.0,23.0,16.0,7.0,10.0,0,1,1,0.0,
200267,Zizou Bergs,185,R,127.38,6.77,3.02,82.87,52.58,37.79,15.5,13.1,4.38,6.94,23,37,60,38.33,
200270,Alex Knaff,193,R,111.75,3.25,3.5,71.75,44.0,30.5,16.0,11.75,3.5,6.0,6,5,11,54.55,
200273,Hady Habib,188,R,91.43,7.29,4.14,71.14,45.14,33.86,13.29,11.57,3.14,5.57,9,7,16,56.25,
200277,Charles Broom,178,R,116.5,4.0,3.0,91.5,63.5,39.0,13.5,14.0,8.5,13.5,0,2,2,0.0,
200278,Simon Carr,183,R,89.0,3.0,4.0,60.0,38.0,28.0,8.0,10.0,1.0,3.0,1,4,5,20.0,
200279,Osgar Ohoisin,193,R,69.0,11.0,4.0,54.0,29.0,24.0,12.0,10.0,1.0,3.0,2,4,6,33.33,
200282,Alex De Minaur,183,R,115.26,3.85,2.53,77.74,45.81,32.52,16.96,12.17,3.87,6.38,254,156,410,61.95,9
200297,Aziz Ouakaa,185,R,80.0,1.5,2.5,56.0,30.5,20.5,13.5,8.5,1.5,3.5,1,1,2,50.0,
200303,Pavel Kotov,191,R,120.92,3.72,2.68,80.07,52.24,36.32,13.43,12.25,4.52,7.19,36,44,80,45.0,
200307,Tao Mu,180,R,78.0,1.0,7.0,46.0,29.0,16.0,3.0,8.0,4.0,9.0,0,1,1,0.0,
200310,Alexander Zgirovsky,191,R,59.0,1.0,2.0,54.0,39.0,17.0,7.0,7.0,3.0,8.0,0,1,1,0.0,
200318,Yu Hsiou Hsu,178,R,125.71,3.43,2.43,88.0,59.43,38.57,14.29,13.14,5.0,8.86,3,4,7,42.86,
200325,Emil Ruusuvuori,188,R,114.64,4.52,3.12,77.33,50.06,35.02,13.94,12.16,3.9,6.62,111,103,214,51.870000000000005,
200335,Felipe Meligeni Alves,185,R,110.77,5.31,1.46,76.69,51.62,36.69,11.23,11.85,4.31,6.92,5,11,16,31.25,
200336,Trent Bryde,183,R,145.0,2.0,0.0,97.0,62.0,43.0,17.0,14.0,4.0,8.0,0,1,1,0.0,
200374,Nicolas Alvarez Varona,188,R,108.0,5.67,5.67,75.67,48.67,33.67,8.67,11.0,4.67,8.67,1,2,3,33.33,
200384,Hugo Gaston,173,L,113.92,2.87,2.4,84.72,48.08,31.33,18.16,12.48,6.04,9.77,40,56,96,41.67,
200390,Kacper Zuk,183,R,103.83,4.83,3.17,81.67,50.0,35.17,14.33,11.5,6.83,9.5,3,5,8,37.5,
200416,August Holmgren,188,R,102.17,8.33,4.33,71.0,42.83,31.33,15.0,11.67,3.17,5.33,5,4,9,55.559999999999995,
200418,Karl Friberg,191,R,97.0,6.5,1.0,60.5,36.5,24.5,11.5,9.5,3.5,6.0,0,2,2,0.0,
200436,Zsombor Piros,180,R,117.75,5.0,1.75,88.92,60.83,38.25,14.0,13.08,4.92,9.0,10,7,17,58.81999999999999,
200443,Adam Walton,183,R,121.08,5.69,2.15,79.77,52.0,38.0,14.38,12.85,3.62,5.92,3,11,14,21.43,
200473,Valentin Vacherot,193,R,112.4,2.8,1.8,70.6,48.2,32.2,10.6,11.2,3.8,6.6,3,7,10,30.0,
200484,Rudolf Molleker,188,R,96.94,7.33,3.22,83.89,50.39,34.5,16.44,12.56,4.28,7.28,5,13,18,27.779999999999998,
200514,Jurij Rodionov,191,L,108.36,5.85,2.79,78.23,48.03,33.51,15.05,11.74,3.85,6.41,17,27,44,38.64,
200516,Patrick Kypson,188,R,118.22,7.33,1.78,80.0,49.78,34.78,14.78,12.44,4.33,7.22,3,6,9,33.33,
200550,Vladyslav Orlov,188,R,75.0,3.0,3.0,55.0,26.0,16.0,15.0,9.0,0.0,3.0,2,3,5,40.0,
200572,Nick Hardt,185,R,111.0,2.2,3.2,66.6,44.8,28.6,11.0,11.2,3.0,6.6,3,5,8,37.5,
200574,Alexander Donski,188,R,76.0,8.0,4.0,61.0,33.0,26.0,7.0,9.0,4.0,7.0,1,1,2,50.0,
200587,Brandon Holt,185,R,136.11,7.33,1.44,105.67,68.89,45.56,17.11,15.56,6.11,10.0,2,7,9,22.220000000000002,
200589,Sam Riffice,188,R,125.0,1.0,9.0,96.0,47.0,33.0,21.0,13.0,6.0,10.0,0,1,1,0.0,
200611,Elliot Benchetrit,193,R,102.55,3.82,3.18,77.45,42.91,28.09,16.18,12.36,3.91,8.18,2,9,11,18.18,
200615,Alexei Popyrin,196,R,119.04,9.51,3.56,86.06,52.8,39.45,16.73,13.24,4.38,6.67,94,112,206,45.629999999999995,3
200624,Sebastian Korda,196,R,112.59,7.0,2.3,79.08,49.76,35.98,15.08,12.42,3.97,6.31,126,80,206,61.17,2
200647,Sho Shimabukuro,180,R,97.88,4.88,2.5,72.25,40.12,27.88,15.25,11.5,2.12,5.38,4,8,12,33.33,
200666,Jie Cui,183,R,77.0,5.0,1.0,42.0,25.0,15.0,8.0,8.0,2.0,6.0,0,2,2,0.0,
200670,J J Wolf,183,R,109.9,6.98,3.22,75.39,43.55,31.62,15.95,11.96,4.07,6.76,45,53,98,45.92,
200672,Sergey Fomin,180,R,107.0,5.5,2.75,85.75,55.5,35.25,15.25,11.0,6.75,9.75,2,5,7,28.57,
200677,Rio Noguchi,168,R,91.0,0.5,2.5,71.5,50.0,34.5,9.5,11.5,3.5,6.5,1,1,2,50.0,
200711,Nicolas Mejia,183,R,109.78,3.33,2.22,76.0,49.56,32.11,12.22,11.33,3.44,7.0,3,13,16,18.75,
200748,Andres Andrade,180,R,85.67,2.0,2.0,56.0,34.33,25.0,11.0,9.0,2.67,4.67,2,1,3,66.67,
201995,Cayetano March,175,R,50.0,0.0,2.0,42.0,21.0,12.0,6.0,7.0,5.0,10.0,1,1,2,50.0,
202058,Thiago Agustin Tirante,185,R,119.69,3.81,1.94,78.0,51.62,35.38,13.44,12.25,3.81,6.56,8,9,17,47.06,
202065,Petros Tsitsipas,185,R,94.0,3.5,2.75,63.0,36.0,22.5,13.25,10.0,3.5,7.5,3,4,7,42.86,
202075,Adria Soriano Barrera,191,R,116.0,8.5,5.5,82.0,49.5,37.5,16.0,12.5,4.5,6.5,1,2,3,33.33,
202090,Adrian Andreev,175,R,96.17,1.0,2.33,72.0,46.17,27.83,13.17,10.5,5.17,8.67,2,7,9,22.220000000000002,
202103,Francisco Cerundolo,185,R,117.68,3.03,3.27,81.46,52.27,35.18,14.54,12.33,4.81,7.78,101,89,190,53.16,3
202104,Sebastian Baez,170,R,112.05,1.88,1.77,75.16,54.1,34.71,11.01,11.52,4.31,7.23,91,88,179,50.839999999999996,6
202122,Yuta Shimizu,163,L,60.0,1.5,3.0,48.5,26.5,18.0,10.0,7.5,1.0,3.5,1,1,2,50.0,
202130,Emil Reinberg,188,R,73.0,4.0,1.0,59.0,24.0,14.0,12.0,7.0,4.0,9.0,0,1,1,0.0,
202168,Ye Cong Mo,183,R,102.0,1.0,3.0,57.0,36.0,26.0,9.0,10.0,1.0,3.0,0,1,1,0.0,
202195,Maxime Cressy,201,R,124.34,14.38,9.27,85.16,51.17,40.33,17.7,13.6,3.38,5.13,43,58,101,42.57,1
202197,Carlos Gimeno Valero,191,R,55.0,0.0,1.0,41.0,33.0,17.0,3.0,7.0,2.0,6.0,0,1,1,0.0,
202235,Jacopo Berrettini,193,R,88.5,1.5,4.0,55.5,33.5,22.0,8.0,8.5,2.0,5.5,1,1,2,50.0,
202260,Henri Squire,196,R,80.5,8.25,2.75,61.75,40.5,34.0,10.5,10.25,1.25,2.5,1,5,6,16.669999999999998,
202261,Otto Virtanen,193,R,110.61,9.11,4.56,86.44,50.61,36.67,17.72,13.11,5.11,7.78,11,15,26,42.309999999999995,
202262,Filip Cristian Jianu,180,R,85.0,3.0,2.0,58.0,40.0,29.0,6.0,10.0,4.0,7.0,3,1,4,75.0,
202320,Beibit Zhukayev,198,R,90.0,9.5,2.0,61.0,38.62,29.12,10.25,10.0,2.62,4.5,4,5,9,44.440000000000005,
202358,Chun Hsin Tseng,175,R,101.7,2.44,3.3,73.37,42.89,28.74,14.67,11.04,4.3,7.33,8,24,32,25.0,
202378,Ignacio Carou,178,R,63.0,0.0,5.0,56.0,34.0,19.0,6.0,8.0,3.0,8.0,0,4,4,0.0,
202385,Jenson Brooksby,188,R,115.64,2.86,1.39,76.47,49.27,33.36,14.13,11.82,3.96,6.69,46,33,79,58.230000000000004,
202398,Michael Vrbensky,180,R,99.0,6.0,0.0,79.0,45.0,30.0,14.0,11.0,7.0,10.0,0,1,1,0.0,
202400,Alastair Gray,193,R,124.0,5.0,5.33,91.67,56.0,40.0,15.33,13.0,6.33,9.33,1,3,4,25.0,
205734,Thiago Seyboth Wild,185,R,119.18,5.46,3.17,81.17,49.71,34.38,15.93,12.33,4.5,7.25,33,46,79,41.77,1
206173,Jannik Sinner,191,R,118.91,5.76,2.04,77.45,46.48,34.7,16.99,12.44,3.7,5.57,268,85,353,75.92,18
206470,Cezar Cretu,188,R,172.0,9.5,4.0,103.0,62.5,40.5,21.0,15.0,6.0,9.5,2,0,2,100.0,
206499,Aleksandar Kovacevic,183,R,120.11,9.62,3.23,82.98,49.45,37.26,16.13,12.81,4.53,6.94,16,32,48,33.33,
206589,Gabi Adrian Boitan,185,R,89.33,4.67,2.0,55.33,36.0,25.33,10.0,9.33,2.33,4.67,1,2,3,33.33,
206600,Zura Tkemaladze,188,R,100.0,0.0,3.0,73.5,52.0,28.5,10.0,9.0,8.5,12.5,1,3,4,25.0,
206681,Fabian Marozsan,193,R,104.07,4.64,2.3,79.49,51.52,35.94,13.9,12.45,3.73,6.63,34,38,72,47.22,
206703,Paul Jubb,180,R,127.67,3.89,4.89,95.56,56.33,40.44,18.89,14.56,4.0,7.56,3,6,9,33.33,
206716,Lukas Hellum Lilleengen,180,R,54.0,2.0,1.0,36.0,23.0,18.0,8.0,8.0,2.0,3.0,1,1,2,50.0,
206748,Giulio Zeppieri,183,L,135.82,6.65,2.59,92.65,55.88,39.94,18.71,14.47,4.59,7.65,6,14,20,30.0,
206750,Daniil Glinka,188,L,80.0,5.0,7.0,85.0,48.0,36.0,19.0,11.0,7.0,8.0,1,1,2,50.0,
206889,Clement Chidekh,180,R,144.0,1.0,3.0,103.0,68.0,47.0,22.0,16.0,11.0,13.0,0,1,1,0.0,
206909,Brandon Nakashima,188,R,113.95,7.67,1.62,78.04,49.99,37.51,15.17,12.54,3.25,5.06,96,80,176,54.55,2
207129,Yanki Erel,178,L,125.0,2.0,7.0,82.0,47.0,37.0,20.0,15.0,1.0,3.0,1,2,3,33.33,
207134,Fitriadi M Rifqi,175,R,83.5,3.5,2.0,52.0,32.5,24.5,12.5,9.0,2.0,3.0,3,3,6,50.0,
207139,Palaphoom Kovapitukted,178,R,67.67,1.0,2.0,51.33,30.33,18.33,11.67,9.33,0.33,3.33,2,2,4,50.0,
207182,Emilio Nava,185,R,112.88,7.06,3.94,81.0,50.82,35.12,13.29,12.59,3.76,7.29,3,15,18,16.669999999999998,
207213,Duje Ajdukovic,188,R,96.71,3.86,2.0,61.14,34.14,22.93,13.14,10.14,2.21,5.5,6,10,16,37.5,
207249,Alexandros Skorilas,185,R,90.0,3.0,5.0,66.0,40.0,25.0,16.0,10.0,7.0,9.0,1,1,2,50.0,
207352,Bu Yunchaokete,185,R,113.82,7.12,1.65,71.76,41.65,31.12,16.35,11.59,3.24,5.29,10,8,18,55.559999999999995,
207411,Jesper De Jong,180,R,101.38,6.25,2.75,75.0,45.38,31.38,14.0,11.0,5.0,7.88,2,8,10,20.0,
207415,Daniel Michalski,180,R,80.75,1.0,1.5,58.0,39.0,25.0,9.5,8.75,3.25,6.0,1,3,4,25.0,
207494,Dalibor Svrcina,178,R,118.17,0.5,4.17,79.33,57.17,34.17,9.17,11.5,6.5,11.0,2,4,6,33.33,
207518,Lorenzo Musetti,185,R,115.88,3.5,2.06,77.09,49.63,34.5,14.2,12.11,3.73,6.35,134,111,245,54.690000000000005,2
207587,Martins Rocens,185,R,48.0,4.0,10.0,41.0,22.0,15.0,3.0,7.0,3.0,8.0,0,2,2,0.0,
207608,Timofey Skatov,175,R,132.07,1.79,2.71,86.29,57.71,35.71,13.79,12.21,4.64,8.36,8,9,17,47.06,
207663,Nikolas Sanchez Izquierdo,185,R,159.0,2.0,4.0,81.0,52.0,32.0,8.0,12.0,4.0,10.0,0,1,1,0.0,
207669,Robert Strombachs,191,R,99.5,3.0,2.5,78.5,48.0,32.5,13.5,10.5,5.5,8.5,4,3,7,57.14,
207678,Juan Manuel Cerundolo,183,L,110.46,2.17,3.0,75.95,49.12,31.1,12.68,11.51,4.93,8.59,17,24,41,41.46,1
207680,Facundo Diaz Acosta,183,L,124.44,2.71,3.46,78.54,49.88,33.39,14.66,12.34,4.34,7.37,18,23,41,43.9,1
207681,Francisco Comesana,178,R,149.0,7.45,3.36,101.82,63.09,44.45,19.18,15.55,5.36,9.09,4,7,11,36.36,
207686,Alexander Shevchenko,185,R,106.22,4.94,2.62,79.16,46.98,32.3,15.83,12.14,4.3,7.42,38,48,86,44.190000000000005,
207733,Jack Draper,193,L,111.79,8.17,2.95,74.42,44.12,33.98,15.31,11.86,3.63,5.48,79,51,130,60.77,2
207738,Brandon Perez,191,L,81.0,4.5,5.0,63.0,36.5,20.5,11.0,9.0,3.5,8.0,0,3,3,0.0,
207785,George Loffhagen,188,R,152.5,7.0,8.5,111.0,65.5,46.0,18.5,15.0,6.5,11.0,0,2,2,0.0,
207794,Younes Lalami Laaroussi,188,R,70.0,2.0,5.0,57.5,34.5,21.5,8.0,9.0,3.0,7.5,0,2,2,0.0,
207797,Jonas Forejtek,183,R,67.5,4.5,1.0,59.5,37.5,28.0,9.0,9.0,4.0,6.0,3,1,4,75.0,
207799,Matheus Pucinelli De Almeida,183,R,75.67,1.0,0.67,50.33,36.33,22.0,7.0,8.0,2.67,5.33,3,1,4,75.0,
207826,Siim Troost,183,R,70.0,3.0,2.0,55.0,20.0,12.0,10.0,8.0,1.0,7.0,0,1,1,0.0,
207830,Tomas Machac,183,R,115.4,5.38,2.53,82.26,51.36,35.66,15.97,12.61,4.52,7.16,49,41,90,54.44,
207834,Juan Alejandro Hernandez Serrano,175,R,106.33,1.67,2.67,60.67,37.0,20.0,9.67,10.33,3.0,8.33,1,2,3,33.33,
207925,Flavio Cobolli,183,R,116.18,5.32,3.21,82.12,45.95,32.9,18.22,12.57,4.75,7.52,41,38,79,51.9,
207985,Jacob Fearnley,183,R,128.8,5.6,4.8,90.4,54.2,40.2,19.2,14.0,3.4,5.6,2,3,5,40.0,
207989,Carlos Alcaraz,183,R,122.05,3.98,2.26,76.8,49.96,35.8,14.97,12.37,3.58,5.61,209,56,265,78.86999999999999,16
208004,Harold Mayot,180,R,114.37,5.58,2.32,82.79,51.42,35.42,15.95,12.32,4.68,7.47,7,13,20,35.0,
208010,Pablo Llamas Ruiz,188,R,110.5,2.25,0.5,76.5,51.75,35.38,12.75,11.62,4.38,6.88,4,4,8,50.0,
208013,Dane Sweeny,170,R,106.33,1.0,4.0,72.5,42.83,27.5,14.67,11.33,3.67,7.0,2,4,6,33.33,
208014,Rinky Hijikata,178,R,119.98,4.18,3.11,81.33,47.38,32.74,15.98,12.26,4.95,8.28,28,36,64,43.75,
208021,Kyrian Jacquet,178,R,105.0,1.0,2.0,89.0,60.0,32.0,14.0,14.0,10.0,16.0,0,1,1,0.0,
208028,Francisco Llanes,178,R,69.0,0.0,1.0,50.0,32.0,10.0,8.0,7.0,4.0,10.0,1,1,2,50.0,
208029,Holger Rune,188,R,113.48,5.42,3.38,77.0,47.82,34.7,15.57,12.21,3.65,5.77,143,85,228,62.72,4
208055,Ajeet Rai,188,R,111.25,7.0,4.75,79.5,41.0,27.75,16.25,11.75,4.25,8.75,1,6,7,14.29,
208057,Diego Fernandez Flores,185,R,89.0,1.0,1.0,61.0,38.0,32.0,14.0,11.0,2.0,4.0,1,0,1,100.0,
208071,Oleksii Krutykh,185,R,165.0,5.0,3.75,115.75,65.0,43.75,23.75,16.25,7.0,11.75,2,5,7,28.57,
208103,Jiri Lehecka,185,R,107.08,6.35,2.52,77.17,49.02,35.33,14.36,12.14,4.11,6.45,78,66,144,54.169999999999995,1
208117,Adam Neff,183,R,78.0,4.0,8.0,72.0,41.0,24.0,12.0,8.0,7.0,11.0,0,1,1,0.0,
208118,Eliot Spizzirri,183,R,95.33,4.0,4.0,68.67,40.33,26.0,12.33,11.0,3.67,8.0,1,3,4,25.0,
208134,Luca Nardi,185,R,109.8,2.8,3.17,76.53,48.7,32.23,12.87,11.7,4.3,7.73,7,24,31,22.58,
208144,Giles Hussey,185,L,87.0,2.0,3.0,62.0,40.5,31.5,10.5,11.5,2.0,4.5,1,1,2,50.0,
208169,Titouan Droguet,191,R,149.0,11.0,4.0,110.0,66.75,47.5,20.25,16.75,5.0,9.0,1,3,4,25.0,
208182,Saba Purtseladze,191,R,114.5,6.5,1.25,74.5,43.0,30.75,16.0,11.5,2.25,4.25,2,3,5,40.0,
208210,Chris Rodesch,198,R,93.75,7.5,2.75,64.75,46.75,32.75,10.25,10.25,3.25,5.0,4,3,7,57.14,
208223,Alvaro Guillen Meza,175,R,216.0,2.0,5.0,116.0,88.0,53.0,15.0,17.0,7.0,12.0,1,1,2,50.0,
208230,Alibek Kachmazov,185,R,114.67,4.89,2.67,70.67,38.78,26.56,15.56,11.22,3.0,6.44,4,5,9,44.440000000000005,
208233,Mattia Bellucci,175,L,123.43,9.93,3.07,84.43,52.93,38.79,16.57,13.0,5.14,7.64,6,9,15,40.0,
208260,Zachary Svajda,175,R,123.82,3.86,2.27,88.55,57.45,38.27,15.45,13.77,4.95,8.82,6,16,22,27.27,
208278,Shintaro Mochizuki,175,R,104.56,2.67,3.22,72.72,40.72,26.5,14.44,11.17,4.17,8.11,3,19,22,13.639999999999999,
208279,Alejandro Moro Canas,183,R,116.33,2.67,1.33,90.67,66.33,42.67,11.33,11.67,6.33,9.33,1,2,3,33.33,
208286,Matteo Arnaldi,185,R,128.35,6.49,3.4,85.95,49.32,34.63,18.71,12.91,4.68,7.5,48,44,92,52.17,
208300,Omni Kumar,173,L,86.0,2.8,2.4,59.8,32.2,22.0,13.8,9.8,2.4,5.2,2,3,5,40.0,
208353,Francesco Maestrelli,196,R,116.0,9.0,1.0,69.0,50.0,33.0,9.0,12.0,4.0,8.0,0,1,1,0.0,
208361,Gustavo Heide,191,R,123.0,5.33,2.33,85.5,49.33,33.5,20.33,12.83,5.83,8.67,3,5,8,37.5,
208363,Mariano Navone,178,R,116.32,2.42,2.16,75.37,48.76,31.0,12.79,11.37,4.97,8.61,18,24,42,42.86,
208364,Franco Roncadelli,185,L,116.5,1.0,2.0,80.25,59.0,35.25,10.25,10.25,6.25,9.5,3,4,7,42.86,
208485,Kiranpal Pannu,185,R,107.8,4.0,4.0,70.8,45.2,31.8,10.0,10.2,4.8,7.8,1,6,7,14.29,
208502,Dominic Stricker,183,L,111.98,9.13,3.02,81.79,46.6,35.94,17.98,13.11,3.34,5.64,24,25,49,48.980000000000004,
208659,Giovanni Mpetshi Perricard,203,R,107.41,18.06,5.47,85.38,55.0,43.97,15.97,13.84,3.38,4.91,19,15,34,55.879999999999995,2
208819,Max Hans Rehberg,183,R,116.5,0.5,4.25,76.75,50.0,32.25,10.25,12.25,3.5,8.0,0,4,4,0.0,
208843,Jerome Kym,198,R,109.5,7.0,4.0,79.5,53.0,36.0,15.0,12.5,5.0,7.0,2,1,3,66.67,
208852,Stefanos Sakellaridis,196,R,106.5,4.5,1.0,77.75,46.75,31.25,15.0,11.25,6.0,8.75,1,3,4,25.0,
